instrument_id,type,masked_identifier,issuing_bank
P02974,upi,upi_649472,ICICI
P02975,upi,upi_258737,AXIS
P02976,wallet,upi_163413,AXIS
P02977,upi,upi_672176,AXIS
P02978,card,****8033,AXIS
P02979,card,****9977,ICICI
P02980,wallet,upi_363581,SBI
P02981,wallet,upi_627832,ICICI
P02982,wallet,upi_418389,ICICI
P02983,upi,upi_939072,ICICI
P02984,upi,upi_936547,SBI
P02985,upi,upi_244598,KOTAK
P02986,card,****6420,SBI
P02987,card,****8299,AXIS
P02988,upi,upi_838918,HDFC
P02989,upi,upi_477598,AXIS
P02990,wallet,upi_451863,SBI
P02991,card,****6967,AXIS
P02992,card,****4374,KOTAK
P02993,card,****1159,KOTAK
P02994,card,****9861,SBI
P02995,upi,upi_212344,HDFC
P02996,upi,upi_759495,SBI
P02997,wallet,upi_128894,KOTAK
P02998,card,****4826,HDFC
P02999,card,****2640,AXIS
P03000,wallet,upi_506742,HDFC
P03001,wallet,upi_820034,HDFC
P03002,card,****6382,SBI
P03003,wallet,upi_566810,AXIS
P03004,card,****3902,ICICI
P03005,wallet,upi_124948,AXIS
P03006,wallet,upi_751147,SBI
P03007,card,****6163,SBI
P03008,wallet,upi_187197,ICICI
P03009,card,****2354,ICICI
P03010,card,****8171,SBI
P03011,wallet,upi_474702,HDFC
P03012,card,****3587,AXIS
P03013,wallet,upi_153240,HDFC
P03014,upi,upi_216385,SBI
P03015,card,****3999,SBI
P03016,wallet,upi_819727,KOTAK
P03017,upi,upi_561535,KOTAK
P03018,upi,upi_133544,AXIS
P03019,upi,upi_145954,AXIS
P03020,card,****8257,ICICI
P03021,card,****8597,KOTAK
P03022,wallet,upi_151922,SBI
P03023,wallet,upi_879263,KOTAK
P03024,wallet,upi_483943,HDFC
P03025,card,****2077,HDFC
P03026,card,****7433,SBI
P03027,wallet,upi_752256,ICICI
P03028,upi,upi_910403,HDFC
P03029,card,****2941,HDFC
P03030,upi,upi_465124,ICICI
P03031,card,****4514,AXIS
P03032,card,****9298,KOTAK
P03033,wallet,upi_897250,SBI
P03034,card,****2179,KOTAK
P03035,upi,upi_757311,KOTAK
P03036,card,****4627,SBI
P03037,wallet,upi_746551,ICICI
P03038,wallet,upi_476621,SBI
P03039,card,****7124,KOTAK
P03040,upi,upi_253624,HDFC
P03041,upi,upi_506766,HDFC
P03042,card,****1971,AXIS
P03043,upi,upi_697053,KOTAK
P03044,card,****1314,AXIS
P03045,wallet,upi_549286,KOTAK
P03046,card,****2207,KOTAK
P03047,upi,upi_851964,AXIS
P03048,upi,upi_375532,HDFC
P03049,wallet,upi_353373,AXIS
P03050,wallet,upi_380028,ICICI
P03051,wallet,upi_328384,ICICI
P03052,wallet,upi_989484,SBI
P03053,upi,upi_709278,SBI
P03054,card,****1336,HDFC
P03055,upi,upi_614616,AXIS
P03056,upi,upi_895620,ICICI
P03057,upi,upi_444029,HDFC
P03058,card,****3632,SBI
P03059,card,****2194,AXIS
P03060,card,****7217,SBI
P03061,upi,upi_236323,AXIS
P03062,card,****5683,HDFC
P03063,upi,upi_663335,SBI
P03064,card,****2001,ICICI
P03065,wallet,upi_700500,ICICI
P03066,card,****4626,SBI
P03067,upi,upi_997593,HDFC
P03068,card,****1249,HDFC
P03069,wallet,upi_141768,AXIS
P03070,wallet,upi_148648,SBI
P03071,card,****1092,KOTAK
P03072,wallet,upi_534115,KOTAK
P03073,upi,upi_354778,HDFC
P03074,card,****2911,HDFC
P03075,upi,upi_511652,AXIS
P03076,card,****3229,KOTAK
P03077,card,****5613,SBI
P03078,upi,upi_450311,KOTAK
P03079,wallet,upi_928327,KOTAK
P03080,upi,upi_438981,KOTAK
P03081,card,****2437,ICICI
P03082,wallet,upi_872744,KOTAK
P03083,upi,upi_426825,ICICI
P03084,upi,upi_148681,ICICI
P03085,card,****7866,ICICI
P03086,card,****3317,AXIS
P03087,upi,upi_470905,KOTAK
P03088,card,****2273,SBI
P03089,upi,upi_585875,HDFC
P03090,wallet,upi_724781,ICICI
P03091,card,****8289,HDFC
P03092,card,****6640,ICICI
P03093,card,****1100,ICICI
P03094,card,****8068,ICICI
P03095,card,****3800,HDFC
P03096,upi,upi_649907,HDFC
P03097,wallet,upi_700677,AXIS
P03098,wallet,upi_104483,SBI
P03099,wallet,upi_199051,AXIS
P03100,card,****2836,KOTAK
P03101,upi,upi_321706,KOTAK
P03102,upi,upi_448458,KOTAK
P03103,wallet,upi_185514,KOTAK
P03104,upi,upi_696613,AXIS
P03105,wallet,upi_593297,ICICI
P03106,wallet,upi_824284,HDFC
P03107,upi,upi_683021,KOTAK
P03108,card,****1824,SBI
P03109,card,****8843,KOTAK
P03110,wallet,upi_733207,ICICI
P03111,card,****9970,AXIS
P03112,wallet,upi_262081,KOTAK
P03113,wallet,upi_602888,ICICI
P03114,wallet,upi_389523,SBI
P03115,upi,upi_156015,HDFC
P03116,wallet,upi_244810,ICICI
P03117,wallet,upi_890618,AXIS
P03118,card,****1019,HDFC
P03119,card,****4502,KOTAK
P03120,upi,upi_662723,ICICI
P03121,wallet,upi_979422,ICICI
P03122,card,****3547,HDFC
P03123,upi,upi_192988,SBI
P03124,upi,upi_610944,SBI
P03125,wallet,upi_321692,ICICI
P03126,wallet,upi_650398,HDFC
P03127,card,****7905,SBI
P03128,wallet,upi_731707,ICICI
P03129,wallet,upi_110703,ICICI
P03130,wallet,upi_757774,HDFC
P03131,card,****1591,ICICI
P03132,card,****5538,ICICI
P03133,card,****3149,ICICI
P03134,wallet,upi_560227,AXIS
P03135,upi,upi_991799,ICICI
P03136,wallet,upi_208250,ICICI
P03137,upi,upi_852722,ICICI
P03138,card,****3140,KOTAK
P03139,card,****7847,SBI
P03140,card,****7670,SBI
P03141,upi,upi_306612,HDFC
P03142,wallet,upi_964947,HDFC
P03143,upi,upi_849991,KOTAK
P03144,card,****8208,AXIS
P03145,upi,upi_473145,AXIS
P03146,wallet,upi_200614,KOTAK
P03147,wallet,upi_335137,ICICI
P03148,card,****1375,ICICI
P03149,wallet,upi_194014,AXIS
P03150,wallet,upi_952444,HDFC
P03151,upi,upi_413039,AXIS
P03152,wallet,upi_142862,ICICI
P03153,wallet,upi_885461,KOTAK
P03154,card,****2955,HDFC
P03155,upi,upi_359985,KOTAK
P03156,upi,upi_170129,KOTAK
P03157,upi,upi_510918,ICICI
P03158,card,****2329,ICICI
P03159,card,****7877,AXIS
P03160,card,****9209,HDFC
P03161,upi,upi_525577,KOTAK
P03162,upi,upi_982102,AXIS
P03163,upi,upi_582874,HDFC
P03164,upi,upi_345228,AXIS
P03165,card,****2378,KOTAK
P03166,wallet,upi_943245,AXIS
P03167,upi,upi_479239,HDFC
P03168,upi,upi_709446,SBI
P03169,upi,upi_415100,HDFC
P03170,upi,upi_552445,AXIS
P03171,card,****6016,KOTAK
P03172,card,****4681,KOTAK
P03173,upi,upi_460489,HDFC
P03174,upi,upi_778662,KOTAK
P03175,upi,upi_275400,AXIS
P03176,card,****3121,ICICI
P03177,upi,upi_241232,AXIS
P03178,card,****2449,SBI
P03179,card,****5189,ICICI
P03180,upi,upi_797790,ICICI
P03181,wallet,upi_460209,KOTAK
P03182,wallet,upi_436133,SBI
P03183,wallet,upi_258655,HDFC
P03184,wallet,upi_639688,KOTAK
P03185,wallet,upi_141199,KOTAK
P03186,wallet,upi_616939,KOTAK
P03187,wallet,upi_747704,HDFC
P03188,wallet,upi_753026,AXIS
P03189,card,****4933,SBI
P03190,wallet,upi_188746,KOTAK
P03191,wallet,upi_815861,AXIS
P03192,upi,upi_331319,ICICI
P03193,wallet,upi_455294,ICICI
P03194,card,****5615,AXIS
P03195,card,****6990,HDFC
P03196,upi,upi_657453,ICICI
P03197,card,****5022,SBI
P03198,card,****1569,ICICI
P03199,card,****2289,SBI
P03200,wallet,upi_654698,AXIS
P03201,upi,upi_129349,SBI
P03202,wallet,upi_380049,SBI
P03203,upi,upi_916171,AXIS
P03204,wallet,upi_691098,SBI
P03205,upi,upi_446895,AXIS
P03206,upi,upi_715332,SBI
P03207,wallet,upi_909593,SBI
P03208,card,****6906,ICICI
P03209,upi,upi_488726,KOTAK
P03210,upi,upi_998887,SBI
P03211,upi,upi_505441,KOTAK
P03212,wallet,upi_500878,HDFC
P03213,upi,upi_318755,SBI
P03214,card,****2295,ICICI
P03215,upi,upi_399421,SBI
P03216,card,****9773,HDFC
P03217,wallet,upi_448169,KOTAK
P03218,upi,upi_632724,HDFC
P03219,upi,upi_294369,AXIS
P03220,wallet,upi_249522,SBI
P03221,upi,upi_703682,AXIS
P03222,upi,upi_416761,AXIS
P03223,card,****2848,ICICI
P03224,card,****8425,SBI
P03225,card,****4925,SBI
P03226,wallet,upi_717088,HDFC
P03227,upi,upi_290413,AXIS
P03228,card,****5684,HDFC
P03229,wallet,upi_377633,KOTAK
P03230,wallet,upi_304905,ICICI
P03231,card,****7806,HDFC
P03232,upi,upi_914483,SBI
P03233,upi,upi_323861,HDFC
P03234,upi,upi_694093,AXIS
P03235,card,****8502,ICICI
P03236,card,****1296,HDFC
P03237,wallet,upi_776978,HDFC
P03238,upi,upi_656615,SBI
P03239,card,****3327,HDFC
P03240,card,****7035,KOTAK
P03241,upi,upi_196865,KOTAK
P03242,upi,upi_433799,ICICI
P03243,card,****6943,SBI
P03244,wallet,upi_284778,AXIS
P03245,wallet,upi_936250,AXIS
P03246,upi,upi_380031,AXIS
P03247,card,****2842,AXIS
P03248,card,****3680,HDFC
P03249,wallet,upi_654735,AXIS
P03250,upi,upi_878013,ICICI
P03251,card,****8286,AXIS
P03252,upi,upi_238471,KOTAK
P03253,upi,upi_519750,SBI
P03254,upi,upi_297447,ICICI
P03255,upi,upi_103570,HDFC
P03256,upi,upi_164954,HDFC
P03257,wallet,upi_834282,SBI
P03258,card,****8197,KOTAK
P03259,card,****1402,SBI
P03260,upi,upi_780606,KOTAK
P03261,wallet,upi_147846,HDFC
P03262,card,****3490,AXIS
P03263,wallet,upi_286836,ICICI
P03264,card,****6065,ICICI
P03265,upi,upi_585610,ICICI
P03266,card,****7970,HDFC
P03267,wallet,upi_415751,ICICI
P03268,wallet,upi_825928,HDFC
P03269,card,****7520,KOTAK
P03270,wallet,upi_827845,HDFC
P03271,upi,upi_272468,HDFC
P03272,card,****2992,ICICI
P03273,upi,upi_752669,SBI
P03274,upi,upi_843636,ICICI
P03275,wallet,upi_913239,AXIS
P03276,card,****1438,KOTAK
P03277,wallet,upi_295545,KOTAK
P03278,wallet,upi_761827,AXIS
P03279,card,****6635,ICICI
P03280,wallet,upi_491673,KOTAK
P03281,upi,upi_967431,ICICI
P03282,card,****3430,ICICI
P03283,card,****8253,ICICI
P03284,wallet,upi_745868,ICICI
P03285,wallet,upi_732700,KOTAK
P03286,card,****1023,SBI
P03287,upi,upi_994292,AXIS
P03288,wallet,upi_827179,ICICI
P03289,upi,upi_336455,ICICI
P03290,card,****7934,AXIS
P03291,card,****9311,SBI
P03292,card,****8692,AXIS
P03293,card,****1802,KOTAK
P03294,upi,upi_147774,KOTAK
P03295,card,****7374,KOTAK
P03296,upi,upi_926185,HDFC
P03297,wallet,upi_946123,ICICI
P03298,card,****7244,HDFC
P03299,card,****1231,AXIS
P03300,card,****3555,AXIS
P03301,card,****6803,KOTAK
P03302,card,****3996,HDFC
P03303,upi,upi_798582,AXIS
P03304,wallet,upi_899061,SBI
P03305,wallet,upi_370816,AXIS
P03306,upi,upi_310034,SBI
P03307,upi,upi_890365,SBI
P03308,card,****3378,ICICI
P03309,card,****3502,ICICI
P03310,card,****9328,HDFC
P03311,wallet,upi_211285,KOTAK
P03312,upi,upi_366082,ICICI
P03313,upi,upi_687426,KOTAK
P03314,card,****4016,ICICI
P03315,wallet,upi_470922,AXIS
P03316,card,****7177,ICICI
P03317,wallet,upi_453929,ICICI
P03318,upi,upi_787959,HDFC
P03319,upi,upi_354010,AXIS
P03320,card,****2092,HDFC
P03321,wallet,upi_158114,SBI
P03322,upi,upi_816884,AXIS
P03323,upi,upi_209619,ICICI
P03324,card,****8955,SBI
P03325,card,****5995,HDFC
P03326,wallet,upi_688969,SBI
P03327,card,****1222,HDFC
P03328,card,****7313,ICICI
P03329,upi,upi_793211,HDFC
P03330,wallet,upi_922655,SBI
P03331,wallet,upi_518692,ICICI
P03332,wallet,upi_968401,AXIS
P03333,wallet,upi_483123,AXIS
P03334,card,****6141,SBI
P03335,upi,upi_147220,SBI
P03336,upi,upi_363640,KOTAK
P03337,card,****3855,HDFC
P03338,upi,upi_190678,AXIS
P03339,wallet,upi_380670,HDFC
P03340,card,****6606,SBI
P03341,upi,upi_384813,HDFC
P03342,wallet,upi_803096,HDFC
P03343,wallet,upi_855914,AXIS
P03344,wallet,upi_321794,KOTAK
P03345,upi,upi_572760,KOTAK
P03346,upi,upi_475130,ICICI
P03347,card,****8817,HDFC
P03348,card,****1297,SBI
P03349,card,****8120,ICICI
P03350,wallet,upi_115633,HDFC
P03351,wallet,upi_783701,AXIS
P03352,card,****3227,HDFC
P03353,card,****6037,HDFC
P03354,card,****4991,AXIS
P03355,wallet,upi_523135,AXIS
P03356,wallet,upi_694049,AXIS
P03357,upi,upi_138100,KOTAK
P03358,wallet,upi_597619,ICICI
P03359,card,****3702,AXIS
P03360,upi,upi_607377,ICICI
P03361,card,****4037,ICICI
P03362,upi,upi_783707,AXIS
P03363,wallet,upi_901783,HDFC
P03364,upi,upi_455591,KOTAK
P03365,wallet,upi_660741,KOTAK
P03366,upi,upi_780261,KOTAK
P03367,upi,upi_469535,ICICI
P03368,wallet,upi_318108,KOTAK
P03369,wallet,upi_826630,SBI
P03370,card,****2888,KOTAK
P03371,card,****7262,SBI
P03372,upi,upi_297526,HDFC
P03373,wallet,upi_804762,KOTAK
P03374,wallet,upi_451137,ICICI
P03375,card,****3042,ICICI
P03376,card,****3597,HDFC
P03377,wallet,upi_172617,SBI
P03378,card,****6719,AXIS
P03379,upi,upi_385514,SBI
P03380,wallet,upi_771176,AXIS
P03381,upi,upi_603251,HDFC
P03382,wallet,upi_152367,HDFC
P03383,card,****7895,KOTAK
P03384,upi,upi_514861,SBI
P03385,upi,upi_671217,AXIS
P03386,upi,upi_520388,SBI
P03387,wallet,upi_569579,KOTAK
P03388,upi,upi_424544,HDFC
P03389,upi,upi_955864,ICICI
P03390,upi,upi_464441,AXIS
P03391,wallet,upi_135415,SBI
P03392,upi,upi_134630,HDFC
P03393,upi,upi_356129,SBI
P03394,upi,upi_832987,ICICI
P03395,upi,upi_308855,HDFC
P03396,wallet,upi_875018,AXIS
P03397,upi,upi_692493,AXIS
P03398,wallet,upi_295529,AXIS
P03399,upi,upi_182919,HDFC
P03400,wallet,upi_692899,SBI
P03401,card,****7228,ICICI
P03402,upi,upi_315889,HDFC
P03403,wallet,upi_488981,KOTAK
P03404,upi,upi_853942,HDFC
P03405,card,****7029,SBI
P03406,card,****3646,KOTAK
P03407,card,****8580,AXIS
P03408,wallet,upi_316394,AXIS
P03409,upi,upi_346174,HDFC
P03410,upi,upi_743911,SBI
P03411,wallet,upi_750919,KOTAK
P03412,wallet,upi_900536,SBI
P03413,wallet,upi_512584,SBI
P03414,upi,upi_534055,AXIS
P03415,card,****5891,SBI
P03416,upi,upi_406351,ICICI
P03417,upi,upi_843478,SBI
P03418,card,****6002,KOTAK
P03419,card,****7480,KOTAK
P03420,wallet,upi_717703,ICICI
P03421,wallet,upi_354235,SBI
P03422,upi,upi_706411,AXIS
P03423,upi,upi_337413,KOTAK
P03424,upi,upi_529830,SBI
P03425,card,****9615,KOTAK
P03426,card,****3393,ICICI
P03427,card,****6377,KOTAK
P03428,upi,upi_234536,KOTAK
P03429,wallet,upi_600200,ICICI
P03430,wallet,upi_801505,KOTAK
P03431,wallet,upi_907966,KOTAK
P03432,wallet,upi_999818,SBI
P03433,card,****5082,ICICI
P03434,card,****1130,KOTAK
P03435,upi,upi_235359,HDFC
P03436,wallet,upi_281757,HDFC
P03437,upi,upi_898683,HDFC
P03438,upi,upi_442699,SBI
P03439,wallet,upi_464639,ICICI
P03440,upi,upi_760914,AXIS
P03441,upi,upi_453032,AXIS
P03442,wallet,upi_238319,ICICI
P03443,card,****5004,HDFC
P03444,card,****5944,SBI
P03445,wallet,upi_553862,SBI
P03446,upi,upi_167201,ICICI
P03447,wallet,upi_740615,ICICI
P03448,wallet,upi_157260,HDFC
P03449,card,****6828,HDFC
P03450,card,****2880,ICICI
P03451,wallet,upi_583887,SBI
P03452,upi,upi_473543,KOTAK
P03453,wallet,upi_723803,AXIS
P03454,card,****6419,KOTAK
P03455,upi,upi_758510,AXIS
P03456,card,****8049,HDFC
P03457,wallet,upi_739090,ICICI
P03458,card,****5277,SBI
P03459,wallet,upi_412837,ICICI
P03460,upi,upi_829560,SBI
P03461,upi,upi_506728,ICICI
P03462,card,****2187,ICICI
P03463,wallet,upi_677482,SBI
P03464,card,****4353,SBI
P03465,card,****4121,AXIS
P03466,card,****3223,HDFC
P03467,card,****4193,SBI
P03468,upi,upi_406975,ICICI
P03469,upi,upi_526327,ICICI
P03470,wallet,upi_213017,HDFC
P03471,upi,upi_343259,AXIS
P03472,wallet,upi_707592,AXIS
P03473,wallet,upi_877468,AXIS
P03474,wallet,upi_971571,HDFC
P03475,card,****6141,ICICI
P03476,wallet,upi_394209,AXIS
P03477,wallet,upi_152557,ICICI
P03478,wallet,upi_194026,AXIS
P03479,upi,upi_399941,HDFC
P03480,upi,upi_376295,ICICI
P03481,card,****5949,ICICI
P03482,upi,upi_161284,ICICI
P03483,card,****9791,SBI
P03484,card,****3676,ICICI
P03485,wallet,upi_739109,SBI
P03486,upi,upi_509829,SBI
P03487,card,****8347,SBI
P03488,wallet,upi_890512,ICICI
P03489,card,****4293,ICICI
P03490,wallet,upi_260765,KOTAK
P03491,card,****1152,ICICI
P03492,card,****3202,SBI
P03493,upi,upi_701480,HDFC
P03494,card,****4349,HDFC
P03495,card,****1359,ICICI
P03496,card,****5155,AXIS
P03497,upi,upi_562393,HDFC
P03498,wallet,upi_825885,HDFC
P03499,wallet,upi_548555,AXIS
P03500,upi,upi_955412,HDFC
P03501,upi,upi_997479,AXIS
P03502,card,****8837,KOTAK
P03503,wallet,upi_464247,SBI
P03504,card,****1928,ICICI
P03505,upi,upi_772928,SBI
P03506,card,****1918,HDFC
P03507,card,****4781,KOTAK
P03508,wallet,upi_906965,SBI
P03509,upi,upi_278915,ICICI
P03510,card,****4551,SBI
P03511,wallet,upi_930895,ICICI
P03512,card,****3081,KOTAK
P03513,upi,upi_580722,HDFC
P03514,wallet,upi_948821,HDFC
P03515,card,****8441,ICICI
P03516,card,****3169,SBI
P03517,card,****7116,HDFC
P03518,upi,upi_953880,AXIS
P03519,upi,upi_792640,KOTAK
P03520,upi,upi_865090,HDFC
P03521,upi,upi_773388,AXIS
P03522,upi,upi_964907,SBI
P03523,upi,upi_211013,KOTAK
P03524,wallet,upi_291760,SBI
P03525,card,****7329,SBI
P03526,wallet,upi_667933,ICICI
P03527,wallet,upi_562113,ICICI
P03528,wallet,upi_591950,ICICI
P03529,upi,upi_630358,HDFC
P03530,card,****3548,SBI
P03531,wallet,upi_142051,KOTAK
P03532,wallet,upi_459915,AXIS
P03533,upi,upi_895082,KOTAK
P03534,upi,upi_847227,SBI
P03535,wallet,upi_859910,ICICI
P03536,card,****8953,ICICI
P03537,wallet,upi_296740,AXIS
P03538,wallet,upi_906796,HDFC
P03539,card,****2633,ICICI
P03540,card,****2408,HDFC
P03541,card,****9698,AXIS
P03542,wallet,upi_144002,ICICI
P03543,wallet,upi_463494,KOTAK
P03544,upi,upi_946559,KOTAK
P03545,card,****2211,AXIS
P03546,card,****8941,SBI
P03547,wallet,upi_137805,ICICI
P03548,wallet,upi_258388,SBI
P03549,card,****5125,SBI
P03550,card,****6215,HDFC
P03551,upi,upi_206979,ICICI
P03552,card,****3328,AXIS
P03553,upi,upi_884794,SBI
P03554,card,****4609,KOTAK
P03555,upi,upi_290618,ICICI
P03556,card,****6909,SBI
P03557,card,****3364,HDFC
P03558,upi,upi_284704,AXIS
P03559,wallet,upi_436071,SBI
P03560,wallet,upi_777431,AXIS
P03561,card,****4199,HDFC
P03562,wallet,upi_665789,ICICI
P03563,card,****5749,SBI
P03564,upi,upi_564328,HDFC
P03565,upi,upi_626598,KOTAK
P03566,upi,upi_633279,KOTAK
P03567,wallet,upi_446652,HDFC
P03568,upi,upi_587194,HDFC
P03569,card,****1169,SBI
P03570,wallet,upi_816299,AXIS
P03571,wallet,upi_817597,SBI
P03572,card,****6131,ICICI
P03573,wallet,upi_569966,AXIS
P03574,upi,upi_754221,ICICI
P03575,upi,upi_547887,ICICI
P03576,card,****6186,AXIS
P03577,card,****5391,ICICI
P03578,upi,upi_622199,AXIS
P03579,upi,upi_933398,ICICI
P03580,card,****6876,KOTAK
P03581,card,****1287,AXIS
P03582,card,****7543,SBI
P03583,wallet,upi_187781,ICICI
P03584,wallet,upi_240321,HDFC
P03585,wallet,upi_486804,KOTAK
P03586,wallet,upi_265326,ICICI
P03587,wallet,upi_399722,HDFC
P03588,card,****6285,AXIS
P03589,card,****1688,ICICI
P03590,wallet,upi_433180,SBI
P03591,wallet,upi_835189,KOTAK
P03592,upi,upi_343889,AXIS
P03593,card,****8590,ICICI
P03594,wallet,upi_528453,ICICI
P03595,wallet,upi_857826,SBI
P03596,wallet,upi_901054,ICICI
P03597,card,****8069,AXIS
P03598,card,****6492,SBI
P03599,wallet,upi_639358,HDFC
P03600,wallet,upi_801311,KOTAK
P03601,upi,upi_201812,ICICI
P03602,card,****2752,ICICI
P03603,wallet,upi_664458,HDFC
P03604,card,****5466,KOTAK
P03605,wallet,upi_993038,ICICI
P03606,wallet,upi_997097,ICICI
P03607,card,****2371,ICICI
P03608,card,****2546,ICICI
P03609,card,****7096,SBI
P03610,wallet,upi_794939,HDFC
P03611,wallet,upi_490583,KOTAK
P03612,card,****8134,KOTAK
P03613,upi,upi_661811,AXIS
P03614,upi,upi_412427,HDFC
P03615,card,****2797,KOTAK
P03616,upi,upi_374877,KOTAK
P03617,wallet,upi_161328,AXIS
P03618,upi,upi_420439,ICICI
P03619,wallet,upi_101006,HDFC
P03620,upi,upi_286291,KOTAK
P03621,wallet,upi_622010,AXIS
P03622,wallet,upi_649891,AXIS
P03623,card,****6139,KOTAK
P03624,upi,upi_913630,AXIS
P03625,wallet,upi_521240,SBI
P03626,upi,upi_885314,SBI
P03627,wallet,upi_224520,KOTAK
P03628,upi,upi_859400,ICICI
P03629,card,****5852,ICICI
P03630,card,****3308,AXIS
P03631,card,****3933,HDFC
P03632,card,****3998,HDFC
P03633,upi,upi_823703,HDFC
P03634,card,****5658,ICICI
P03635,wallet,upi_365222,KOTAK
P03636,card,****2847,SBI
P03637,wallet,upi_609185,KOTAK
P03638,wallet,upi_910009,HDFC
P03639,card,****8717,KOTAK
P03640,upi,upi_260876,AXIS
P03641,wallet,upi_739013,KOTAK
P03642,wallet,upi_391173,KOTAK
P03643,wallet,upi_652438,HDFC
P03644,wallet,upi_268698,KOTAK
P03645,wallet,upi_308837,HDFC
P03646,wallet,upi_676247,HDFC
P03647,card,****4593,AXIS
P03648,upi,upi_529728,HDFC
P03649,wallet,upi_821618,ICICI
P03650,wallet,upi_102234,HDFC
P03651,card,****6698,ICICI
P03652,wallet,upi_269128,KOTAK
P03653,upi,upi_302785,KOTAK
P03654,upi,upi_297711,HDFC
P03655,card,****6271,HDFC
P03656,upi,upi_948940,ICICI
P03657,upi,upi_356137,KOTAK
P03658,card,****1031,SBI
P03659,wallet,upi_822586,ICICI
P03660,upi,upi_983374,KOTAK
P03661,card,****2023,HDFC
P03662,upi,upi_517446,KOTAK
P03663,wallet,upi_553189,ICICI
P03664,upi,upi_893023,AXIS
P03665,card,****4721,ICICI
P03666,wallet,upi_316855,KOTAK
P03667,wallet,upi_504083,ICICI
P03668,card,****8924,AXIS
P03669,wallet,upi_187348,KOTAK
P03670,upi,upi_765845,HDFC
P03671,wallet,upi_668675,AXIS
P03672,card,****7515,AXIS
P03673,card,****5060,AXIS
P03674,wallet,upi_419504,HDFC
P03675,card,****2218,ICICI
P03676,card,****9287,ICICI
P03677,card,****4696,KOTAK
P03678,card,****2624,KOTAK
P03679,wallet,upi_866603,ICICI
P03680,upi,upi_295910,AXIS
P03681,wallet,upi_729236,HDFC
P03682,wallet,upi_600035,SBI
P03683,wallet,upi_901378,HDFC
P03684,upi,upi_605705,AXIS
P03685,upi,upi_199585,HDFC
P03686,upi,upi_892217,SBI
P03687,wallet,upi_275162,HDFC
P03688,wallet,upi_664371,KOTAK
P03689,card,****5364,ICICI
P03690,card,****3087,AXIS
P03691,wallet,upi_566191,AXIS
P03692,card,****8547,KOTAK
P03693,wallet,upi_216044,SBI
P03694,wallet,upi_539352,KOTAK
P03695,wallet,upi_774498,ICICI
P03696,wallet,upi_826431,SBI
P03697,upi,upi_792837,AXIS
P03698,card,****1272,ICICI
P03699,wallet,upi_509772,AXIS
P03700,upi,upi_829736,AXIS
P03701,wallet,upi_503148,ICICI
P03702,wallet,upi_471093,KOTAK
P03703,card,****3266,SBI
P03704,upi,upi_314056,SBI
P03705,wallet,upi_631868,KOTAK
P03706,wallet,upi_270401,SBI
P03707,upi,upi_334373,KOTAK
P03708,upi,upi_803764,AXIS
P03709,wallet,upi_767378,HDFC
P03710,upi,upi_874031,SBI
P03711,card,****1368,AXIS
P03712,upi,upi_757878,AXIS
P03713,card,****7750,AXIS
P03714,wallet,upi_419304,HDFC
P03715,upi,upi_701981,KOTAK
P03716,upi,upi_607962,HDFC
P03717,wallet,upi_104034,KOTAK
P03718,wallet,upi_579497,SBI
P03719,wallet,upi_812733,AXIS
P03720,upi,upi_686311,SBI
P03721,wallet,upi_747817,KOTAK
P03722,upi,upi_525331,SBI
P03723,card,****9340,ICICI
P03724,wallet,upi_940939,KOTAK
P03725,upi,upi_218011,AXIS
P03726,upi,upi_354313,SBI
P03727,upi,upi_644197,SBI
P03728,card,****7531,KOTAK
P03729,wallet,upi_947697,KOTAK
P03730,card,****7239,SBI
P03731,wallet,upi_659629,HDFC
P03732,upi,upi_404103,SBI
P03733,card,****3730,KOTAK
P03734,upi,upi_110394,SBI
P03735,card,****2937,HDFC
P03736,card,****7528,ICICI
P03737,upi,upi_140983,AXIS
P03738,upi,upi_403959,KOTAK
P03739,wallet,upi_164179,HDFC
P03740,wallet,upi_287843,SBI
P03741,wallet,upi_974055,SBI
P03742,upi,upi_645347,HDFC
P03743,card,****1008,KOTAK
P03744,wallet,upi_700974,KOTAK
P03745,card,****1674,SBI
P03746,upi,upi_419942,KOTAK
P03747,wallet,upi_348471,KOTAK
P03748,wallet,upi_872688,AXIS
P03749,upi,upi_973891,HDFC
P03750,wallet,upi_464519,AXIS
P03751,card,****1238,ICICI
P03752,upi,upi_926595,SBI
P03753,card,****1774,HDFC
P03754,card,****1752,SBI
P03755,wallet,upi_509340,AXIS
P03756,card,****6830,ICICI
P03757,card,****6856,AXIS
P03758,upi,upi_201807,KOTAK
P03759,upi,upi_904524,KOTAK
P03760,card,****8180,KOTAK
P03761,wallet,upi_985701,SBI
P03762,upi,upi_570627,KOTAK
P03763,card,****9235,AXIS
P03764,wallet,upi_120453,HDFC
P03765,wallet,upi_595037,ICICI
P03766,upi,upi_773960,HDFC
P03767,card,****2851,ICICI
P03768,upi,upi_490449,HDFC
P03769,card,****4783,SBI
P03770,upi,upi_417735,SBI
P03771,card,****1708,AXIS
P03772,upi,upi_387581,SBI
P03773,upi,upi_685761,AXIS
P03774,upi,upi_272841,SBI
P03775,card,****7190,ICICI
P03776,card,****2914,SBI
P03777,upi,upi_740975,KOTAK
P03778,upi,upi_600890,ICICI
P03779,upi,upi_546137,ICICI
P03780,card,****3962,HDFC
